0,1,2,3,4,5
 Na'fakmata si Juan sa' esta oran eskuela. ,Make John wake up  because it is time for school,,,,
 Na'gasgas i lamasa. ,Clean the table,,,,
 Hu na'draiba si Pete ni kareta. ,I let Pete drive the car,,,,
 Ha kanno' i na'-hu. ,He ate my food,,,,
 Ha kanno' i na'-hu guihan. ,He ate my fish,,,,
 I makinista ha na'adespatta i makinan butdosa. ,The mechanic took  the bulldozer's engine apart,,,,
 Hu na'ayao si Pedro ni salape'. ,I lent the money to Pedro,,,,
 Felis Nabidat. ,Merry Christmas,,,,
 Na'chalek hao na taotao. ,You are a funny man,,,,
 Hu na'empas i dibi-hu gi banko. ,I paid up my debt at the bank,,,,
 Na'falingu i chichirika. ,The chichirika bird causes one to get  lost,,,,
 Hu na'fa$nila i danges anai matto yo' gi gima'. ,I lighted up the  candle when I came home,,,,
 Na'fa$notsot humanao asta Guam yanggen batko ha' na  transpottasion. ,It is regrettable to go to Guam if the ship is the  only transportation available,,,,
 Na'flohu fan i tali. ,"Slacken the rope, please",,,,
 Hu na'gaihanom i babui. ,I watered the pigs,,,,
 Hu na'getmon i karot anai hu akka'. ,I crunched the carrot when I  bit it,,,,
 Ha na'getmon i kinanno'-ña ni mangga. ,He crunched into the  mango while eating it,,,,
 Hu na'hasso si Juan na u chule' i lepblo-ña gi eskuela. ,I  reminded John to get his book at school,,,,
 Si Juan ha na'ha'yan i banidosu na taotao. ,Juan put the  conceited man in his place,,,,
 Nahong yo' esta setbesa. ,I had enough beer already,,,,
 Kao nahong salape'-mu para i rediu? ,Do you have enough money for  the radio?,,,,
 Hu na'i i patgon ga'-ña ga'lagu. ,I gave the boy a pet dog,,,,
 I gima' amigu-hu nai sumaga yo'. ,It was my friend's house where  I stayed,,,,
 Mananaitai-yo' estoria nai hu li'e' i aksidente. ,I was reading a  story when I saw the accident. Also linking particle used with  question words manu, and ngai'an,,,
 Manu nai sumasaga hao? ,Where do you live? Ngai'an nai humanao  hao? ,When did you go?,,,
 Na'lage'hilo' i amot gi estante. ,Put the medicine a little bit  further up on the shelf,,,,
 Na'lahatmagi i kannai-mu ya bai hu go'te. ,Bring your hand a  little bit closer so that I can hold it,,,,
 Na'la'la' i kandet. ,Turn on the light,,,,
 Na'lamen gue' na taotao yanggen lalalo'. ,He is a harmful person  when he is angry,,,,
 I biha ha na'lifet i pigua' asta Saipan. ,The old woman smuggled  the betel nut to Saipan,,,,
 Hu na'liheng i lahi gi gima'. ,I rescued the man at my house,,,,
 Numa'lo i pakyo'. ,The typhoon returned,,,,
 Na'lo guatu gi gima'-mu sa' ninanangga hao as nana-mu. ,Return to  your home because your mother is waiting for you,,,,
 Na'mamahlao bumulachu gi chalan. ,It is shameful to be drunk on  the road,,,,
 Na'manman hao na a'atte. ,You are an incredible magician,,,,
 Na'ma'se' i patgon sa' matai i nana-ña. ,The child is pitiful  because his mother died,,,,
 Hu na'maya' inatan-ña si Jose anai hu ina ni denke'. ,I caused  Jose's eyes to blur when I shined the flashlight,,,,
 Nanalao si Maria sa' humanao. ,"My goodness, Maria left",,,,
 I estudiante ha na'na'lo i inayao-ña gi amigu-ña. ,The student  returned that which he borrowed to his friend,,,,
 Si Linda ha nangga i bus gi estasion. ,Linda waited for the bus  at the station,,,,
 Ha na'payon yo' si nana-hu manaitai kada dia. ,My mother made me  accustomed to reciting a prayer daily,,,,
 Un na'sangi posision-ña i kareta-mu anai un penta. ,You made  your car look strange when you painted it,,,,
 Na'saonao gue'. ,Include him,,,,
 Ha na'sietbe i lapes. ,He used the pencil,,,,
 Na'taiguenao i kareta-hu i kareta-mu. ,Make my car look like your  car,,,,
 Na'taiguihi kulot-ña guatu. ,Make its color like that there,,,,
 Si Jose na'tailayi na taotao. ,Joseph is a harmful person,,,,
 Cha'-mu humahanao naya. ,Don't leave yet,,,,
 Nangga naya. ,Wait for a while,,,,
 Ma na'ye abonu gi hatdin. ,They put fertilizer in the garden,,,,
 I malangu ha na'ye yo' ni sinagu-ña. ,The patient contaminated  me with his cold,,,,
 Mannegosio i emplehao siha yan i emplehon-$niha. ,The employees  negotiated with their employer,,,,
 Numehong yo' gi petta. ,I stooped over at the door,,,,
 I kareta ni poddong gi saddok iyo-ku. ,The car which fell in the  river is mine,,,,
 I taotao ni tata-hu. ,The man who is my father. Particle marking  indefinite or distributive object,,,,
 Hu taitai i lepblo. ,I read the book,,,,
 Manaitai yo' ni lepblo. ,I read of the book. Always used with  definite objects in constructions using class 2 verbs,,,,
 Malago' yo' ni lepblo. ,I want the book. Not even,,,,
 Ni si Jose. ,Not even Jose. Used for marking instrumental phrases,,,,
 Hu ipe' i mansana ni se'se'-hu. ,I cut the apple with my knife.  Used for marking non-focused elements in a clause,,,,
 Si Pedro ha na'hatsayi si Maria ni lamasa para i patgon. ,Pedro  caused Maria to lift the table for the child,,,,
 Ni hafa ti un na'saga yo'. ,There is nothing you can do to make  me stay,,,,
 Ni hafa ya-hu guini. ,There is nothing I like here,,,,
 Ni hayi tumungo' yo' giya Guam. ,Nobody knows me on Guam,,,,
 Ni kuanto minetgot-mu ti un hulat yo'. ,No matter how strong you  are you won't beat me,,,,
 Ni manu hao guatu esta. ,There is nowhere for you to go already,,,,
 Ni ngai'an ti un fa'maolek. ,You will never fix it,,,,
 Ni ngai'an. ,Never. (decision made not to do),,,,
 Ni taimanu ti un tungo'. ,There is no way that you can know,,,,
 Nihi ta falagu. ,Let's run,,,,
 Nihi ta fanhanao. ,Let's all go,,,,
 Na'- ,plus goal focus infix -in-,,,,
 Nina'maleffa hao ni estudiu-mu ni kontrata-ta. ,Your study caused  you to forget about our agreement,,,,
 Nina'pokpok mata-ña anai inakka' ni sasata. ,Your eye was caused  to swell when the bee stung it,,,,
 Ya-mu no humanao para Hawaii? ,"You like to go to Hawaii, yes? Un  espiha gue', no? ","You looked for him, yes?",,,
 Ta nangganñaihon noseha ki u bira gue' magi ta'lo. ,We will wait  for a while in case he turns back again,,,,
 Noskuantos granu ha' tinekcha'-hu na guihan. ,I speared a few  fish,,,,
 Nukeru bumaila. ,I have no desire to dance,,,,
 Numa'lo i pakyo. ,The typhoon returned,,,,
 Nunka yo' nai mandagi. ,I have never lied,,,,
 Nunka si Rosa na fatta gi eskuela. ,Rosa is never absent from  school,,,,
 Maolekña kareta-hu kinu kareta-mu. ,My car is better than your  car,,,,
 Meggaiña salape'-hu kinu hagu. ,I have more money than you,,,,
 Bai hu ñagong gi kareta. ,I will shelter myself from the rain in  the car,,,,
 $Numagong yo' nigap. ,I sheltered myself from the rain yesterday,,,,
 $Nagong gi gima'. ,Shelter yourself from the rain in the house,,,,
 Hu na'ñagong i amigu-hu gi gima'. ,I sheltered my friend from  the rain at the house,,,,
 Ballenñaihon. ,Sweep a little bit,,,,
 Fanñamñam papaya. ,Eat the papaya,,,,
 $Nangñang na patgon. ,A cute baby,,,,
 I maolek na ñangu. ,The good swim,,,,
 $Numangu yo' asta i mama'te. ,I swam to the reef,,,,
 $Naohan tataotao-mu. ,Your body is flabby,,,,
 $Naohan i tali. ,The rope is slack,,,,
 Ma$nega i ginagao-ta. ,Our request was denied,,,,
 Ha $nega i kontrata. ,He cancalled the contract,,,,
 $Numehom yo' gi tatten i acho'. ,I ducked behind the rock,,,,
 Bunitu i karetan-$niha. ,Their car is pretty,,,,
 Ngai'an nai mafañagu hao? ,When were you born?,,,,
 Flores nganga',,,,,
 Ngumayu yo'. ,I collected firewood,,,,
 Hu na'ngisot i tali-ña i guaka. ,I shortened the cow's rope,,,,
 Ngisot i magagu-ña i palao'an. ,The woman's dress was short,,,,
 Obra i patgon manestudia gi gima' sa' guiya ha' na maisa. ,The  child was free to study in the house for he was by himself,,,,
 Ti guinaiya i eddo ni ñamu. ,The mosquitos dislike the smoke  from the fire,,,,
 Bula ofresimiento-mu giya siha lao taya' un kukumple. ,"You made  lots of promises to them, but you have never accomplished any of  them",,,,
 Oggan i batko gi mama'te. ,The ship was stuck on the reef,,,,
 I papaloti oggan gi tronkon hayu. ,The kite was stuck in the tree,,,,
 Ohala ya i la'la' ta'lo' si nana-hu. ,How thankful I would be to  have my mother living again,,,,
 O'la' mohon ya hohoben ha' yo'. ,Oh how I wish i were young,,,,
 Umo'mak i patgon gi saddok. ,The child swam in the river,,,,
 Ombre nihi. ,Please let's go,,,,
 Ombre munga ma'estotba i amko'. ,Please (I told you once) don't  annoy the old man,,,,
 Ombres hagu ti ya-mu gamson kuastaria yo'. ,"Even you don't like  octopus, least of all me",,,,
 Ombres tataya' salape'-hu sigi ha' yo' un ayao. ,"Even though I'm  running out of money, you continue to borrow from me",,,,
 Omlat i aniyu gi kalulot-hu. ,The ring fit my finger,,,,
 Omlat yo' gi sapatos-hu. ,I fit into my shoes,,,,
 -yon ,following vowels,,,,
" Guasa', ",sharpen,,,,
" I guasa'on, ",something capable of being sharpened,,,,
 Kannu'on este na fruta. ,This fruit is edible,,,,
 Taitayon ayu na lepblo. ,That book is readable,,,,
 Ongngo' na gui'eng. ,A flat nose,,,,
 I taotao ongngo' kumuentos. ,The person spoke through his nose,,,,
 Ma gimen i kaddo. ,They drank the broth,,,,
 Ta opbliga i patgon humanao asta i eskuela. ,We obliged the child  to go to school,,,,
 Opbligao i mañaina na u na'fanhanao i famagu'on-$niha  maneskuela. ,The parents are obligated to send their children to be  educated,,,,
 Oppan i bos-hu gi halom kuatto. ,My voice was heard inside the  room,,,,
 Hu na'oppop i patgon. ,I laid the baby face down,,,,
 Umoppop i patgon anai madulok gi espitat. ,The child lay down on  his stomach when he was given a shot at the hospital,,,,
 Hu ora i buseru anai lumi'of asta i fondo. ,I timed the diver  when he dived to the bottom,,,,
 Hayi guaha ora-ña? ,Who has the time?,,,,
 Si Pedro ha osge si tata-ña. ,Pete takes after his father,,,,
 O'son yo' humungok i kanta-mu. ,I am bored listening to your song,,,,
 Kao guaha otro ta'lo? ,Is there another one? Hafa otro? ,What  else is there? I otro na lahi. ,The other man,,
 Mangge i pagadot? ,Where is the paymaster?,,,,
 I pale' ha pagat i taotao siha. ,The priest preached to the  people,,,,
 Ha pago' i kannai-hu i diso'. ,The diesel irritated my hands,,,,
 Paguan i fina'tinas-mu. ,Your cooking gives off an odor,,,,
 Paha i tolompo-ña. ,His top spins smoothly,,,,
 I buruka ha pahngon yo'. ,The noise woke me up,,,,
 Hu pahngon i patgon para sumena. ,I woke up the child for dinner,,,,
 Pahya' i fino'-mu gi telefon. ,Your talk on the phone was garbled,,,,
 Si Andres ya-ña puma'iket. ,Andy likes gambling,,,,
 Pakaka' guenao. ,Be quiet there,,,,
 Pumakaka' yo' nigap gi eskuela. ,I was silent at school yesterday,,,,
 Ha pa'kes i kayos. ,He peeled away the callus,,,,
 Ma pakiao i che'cho' nigap. ,They finished the job fast yesterday,,,,
 Cho'cho' pakiao enao. ,That is a fast job,,,,
 Pakpak i kannai-hu anai humugando yo' boleng. ,My hand blistered  when I went bowling,,,,
 Kao un hungok i pakpak? ,Did you hear the explosion? Hu  na'pakpak i kannai-hu. ,I clapped my hands,,,
 Ha paksiu i mannok. ,She made a chicken soup with vinegar,,,,
 Pumaksiu i palao'an guihan. ,The woman made some fish soup with  vinegar,,,,
 Palaga' i kareta gi kantit. ,The car fell off the cliff,,,,
 Hu palai i kannai-ña ni mantika. ,He smeared his hand with fat,,,,
 Palangpang makina-ña i kareta-hu. ,My car has a loud noise,,,,
 Palangpang yo' papa' gi gua'ot. ,I fell noisely down the stairs,,,,
 Hu li'e' i palao'an. ,I saw the woman,,,,
 I palao'an na katu. ,The female cat,,,,
 Pumalappa i guihan gi fi'on i boti. ,The fish flopped near the  boat,,,,
 I gayu pumalappa anai gumupu asta i ramas. ,The rooster flapped  when it flew to the branch,,,,
 Pumalappa i hagon hayu. ,The leaves were rustling,,,,
 Palaspas i guihan gi halom hanom. ,The fish splashed in the water,,,,
 Na'i si Pete palu ni na'-mu. ,Give Pete some of your food,,,,
 Guaha palu famagu'on gi plasa. ,There are some children at the  plaza,,,,
 I malangu ha pa$not ales i petduras. ,The patient gulped down the  pill,,,,
 Basta pumanggengge'. ,Don't fool around,,,,
 Despasio sa' un pangon i neni. ,Take it easy because you might  wake up the baby,,,,
 Pao binadu. ,Deer scent,,,,
 Pao paopao. ,Perfume odor,,,,
 Pao gas. ,Odor of gas,,,,
 Hu cho'gue enao para hagu. ,I did that for you,,,,
 Para hafa este. ,Never mind this,,,,
 Para hafa i che'cho'-mu. ,Forget about your work,,,,
 Para kehi yo' ni na'-mu sa' ti ya-hu. ,I have no desire for your  food because I don't like it,,,,
 Para mo'na siempre bula na uchan. ,"Henceforth, there will be  plenty of rain",,,,
 Para mo'na maolek mannanom gollai. ,Henceforth it is good to  plant vegetables,,,,
 Parehu gradon-mami yan guiya. ,My grade is the same as his,,,,
 Parehu i lepblon-mami. ,Our books are the same,,,,
 Tres minutos pasao las dosse. ,Three minutes past twelve o'clock,,,,
 Pumasehu yo' gi halom siuda. ,I strolled in the city,,,,
 Hu na'pasehu si nana-hu asta Guam. ,I let my mother tour Guam,,,,
 Mampos ya-ña i sotteru i pasiando. ,The young man likes  traveling very much,,,,
 Na'pasiensia i korason-mu. ,Let your heart be patient,,,,
 Si Jose ha pasto i guaka gi sabaneta. ,Joseph put the cow to  graze in the plain,,,,
 La'la' i pasto gi halom kollat. ,The pasture is green inside the  fence,,,,
 Hunggan pat ahe'. ,Yes or no,,,,
 I pale' ha na'patente i Santisimu. ,The priest put the Eucharist  out in the open,,,,
 Maolek patto-ña i puetka. ,The delivery of the sow was good,,,,
 Payon yo' chumocho hineksa'. ,I am accustomed to eating rice,,,,
 Hu payuni este esta i kareta-hu. ,I became accustomed already to  my car,,,,
 I polisia ha pega i tapbleru gi kanton chalan. ,The policeman  placed the traffic sign on the side of the road,,,,
 Munga macho'gue ti maolek sa' un na'pena si tata-mu. ,Don't do  something bad or you will cause your father to haunt,,,,
 Pennga'ña este kinu ayu. ,This one is bigger than that one,,,,
 Munga pineredika nu este na problema. ,Don't let this problem  bother you,,,,
 Mapes yo' chumocho gamson. ,I was prohibited to eat octopus,,,,
 I mediku ha pes yo' chumocho ma'asen. ,The doctor prohibited me  to eat salty food,,,,
 Kuanto pesada-mu? ,What is your weight?,,,,
 Hanao ya un peska guihan. ,Go and catch fish,,,,
 Petbetso si Juan na patgon. ,John is a roguish boy,,,,
 Ha petmiti yo' i ma'estra lumasgue i lapes-hu. ,The teacher  permitted me to sharpen my pencil,,,,
 Petsan i ga'lagu huyong gi petta. ,The dog rushed violently out  through the door,,,,
 Petsan i hanom gi grifu. ,The water squirted out of the faucet,,,,
 Lalalo' nu guahu ya ha petsigi yo' para u na'lamen yo'. ,He was  mad at me and he continued to find a way to harm me,,,,
 Hu na'i i patgon un pidasitu gi kande. ,I gave the child a tiny  portion of candy,,,,
 Piesa ha' guihan i halom tasi. ,Fish are all over the sea,,,,
 Piesa taotao gi kanton tasi giya Waikiki. ,In Waikiki there are  people all over the beach,,,,
 I denne' ha pika i pachot-hu. ,The pepper burned my mouth,,,,
 Pika na donne'. ,It is a hot pepper,,,,
 Pika i na'-hu. ,My food is spicy hot,,,,
 Pikaru hao. ,You are a rascal,,,,
 Bula na pikatdiha gi puenge. ,There are lots of mischievous deeds  at night,,,,
 Pumipiknik siha. ,They went on a picnic,,,,
 Tres pesos i piku. ,Three dollars and some cents,,,,
 Dos libras i piku. ,A little over two pounds,,,,
 Piligro drumaiba gi puenge. ,It is dangerous to drive at night,,,,
 Pinalakse'guan yo' ni fino'-hu. ,My word slipped out from my  mouth (unintentionally),,,,
 Pinalala i estudiante asta i eskuela. ,The student rushed to  school,,,,
 Pina'lek i patgon ni amot. ,The child got dizzy from the medicine,,,,
 Pinat asukat i gimen-mu kafe. ,There is too much sugar in your  coffee,,,,
 Pinat i restaurant yo' nai gumimen. ,I drink mostly at the  restaurant,,,,
 Pinayongguan mama'baba. ,He is habitually foolish,,,,
 Pine'lo-ku na hagu humanao asta Guam. ,I thought you were the one  who left for Guam,,,,
 Pine'lo-mu na ume'essitan yo'. ,You presumed I was joking,,,,
 Pinipon otdot. ,Ant hill,,,,
 Piniti yo' anai humanao hao. ,I was sad when you left,,,,
 Malingu un pion. ,One of the checkers is lost,,,,
 Hu pipet i bachet gi chalan. ,I led the blind person by the hand  on the road,,,,
 Hu planta i lamasa. ,I set the table,,,,
 Ha planta i lasu. ,He set the trap,,,,
 Manli'e' yo' plantasma gi painge. ,I saw a ghost last night,,,,
 Ya-hu i plasu-ña nigap. ,I liked his false excuse yesterday,,,,
 Basta i plasu-mu guenao. ,Stop your make-believe story there,,,,
 Hu platea i na'yan siha. ,I silver-plated the dishes,,,,
 Prensan maolek i pleges. ,Press the pleat well,,,,
 Hu plomuyi i talaya-hu. ,I put sinkers on my throwing net,,,,
 Hu poksai i ga'-hu gi pastai. ,I raised my pet cattle at the  pasture,,,,
 Po'lo ya guahu bai hu hanao para Guam. ,Let me be the one to go  to Guam,,,,
 Hu ponne i sabana gi painge. ,I smeared coconut as a lure at the  field last night,,,,
 Fama'tinas ponne. ,Make a lure for coconut crab,,,,
 Hu pongga i tolompo-ku. ,I placed my top in the striking zone to  be hit,,,,
 Pinengpungi i na'-hu kalamai. ,There are particles on my corn  pudding,,,,
 Poresu na taiguenao lina'la'-hu gi tano'. ,For that is the reason  for my living in the world,,,,
 Posipble macho'gue. ,It is possible to be worked out,,,,
 Nahong ha' yo' ni postre na ogga'an. ,Pastry is enough for me in  the morning,,,,
 Pumostura yo' nigap. ,I posed yesterday,,,,
 Hu posturayi i litratu. ,I posed for the picture,,,,
 Dos pot dos. ,Two by two,,,,
 Sinko pot dosse. ,Five by twelve,,,,
 Pot ayu i chinago'-ña na cha'-mu humahanao. ,"Because of the long  distance, you shouldn't go",,,,
 Pot enao na rason na ya-hu hao. ,For that reason I like you,,,,
 Pot este i minaolek-ña na bai hu konsidera gue'. ,"For this  goodness of his, I will consider him",,,,
 Pot hafa na ti matto hao nigap? ,Why didn't you come yesterday?,,,,
 Pot ke motibu na ti matto hao? ,Why didn't you come?,,,,
 Hu potfia kumefahan i kareta. ,I persisted in trying to buy the  car,,,,
 Potlilu i hayon i gima'. ,The wood of the building was rotten,,,,
" Potno bai hu kahulo' gi ta'chong-hu, na'i yo' fan magi ni chipa.  ","Instead of my getting up from my seat, please give me the cigarette",,,,
 Hu praktika umusa i tiningo'-hu gi che'cho'-hu. ,I applied my  knowledge in my work,,,,
 Hu predika na para u maolek i tiempo pa'go. ,I predict that there  will be fair weather today,,,,
 Prende i litratu kontra i liga. ,Fasten the picture against the  wall,,,,
 Esta yo' preparao. ,I am prepared,,,,
 Hu presta un boteyan sirasime' gi bisinu. ,I borrowed a bottle of  salad oil from the neighbor,,,,
 Hu pribeniyi i lahi-hu magagu yan lepblo para umeskuela. ,I  provided clothes and books for my son to go to school,,,,
 Hu prikura i che'cho'-hu. ,I persevered in my work,,,,
" I primeru na premiu, boti. ",The first prize is a boat,,,,
 Guahu i primeru na makinista. ,I am the best mechanic,,,,
 Este na guihan i primet na kinenne'-hu. ,This is the first fish I  have caught,,,,
 Hu pritende na kabayu yo'. ,I pretended to be a horse,,,,
 Falak mo'na gi proa. ,Go to the bow,,,,
 Gai probecho hao. ,You have some benefit,,,,
 Probechosu i konggresu i resolusion-ña para i pupbliku. ,The  congress' resolution is benefiting to the public,,,,
 Ti ya-hu pumeska propositu yanggen napu i tasi. ,I don't like to  fish especially when the water is rough,,,,
 Un pruebasion para bai hu sangan pot este. ,I will tell one piece  of evidence about this,,,,
 Pudera u uchan pa'go. ,I wish it would rain today,,,,
 Pudera un fahan meggai nu enao sa' baratu. ,I wish you had bought  a lot because they are cheap,,,,
 Puedi mangganna yo' premiu. ,Perhaps I may win a prize,,,,
 Puedi humanao yo' agupa' asta Guam. ,There is a chance of my  going to Guam tomorrow,,,,
 Ta puga' i dama'gas i ayuyu. ,We ripped open the claws of the  coconut crab,,,,
 Hu pugao i inetnon fanihi gi halom tano'. ,I scattered the group  of bats in the woods,,,,
 Hu puhot i inai ni kannai-hu. ,I pressed the sand into a ball  with my hands,,,,
 Hu pula' i sapatos-hu. ,I took off my shoes,,,,
 Ha pula' gue' si Maria. ,Maria got undressed,,,,
 Hu pula' i estoria. ,I translated the story,,,,
 Ombre un pulakes hao. ,"Oh, you are cracking me up",,,,
 Pumeska yo' guihan. ,I went fishing,,,,
 Mameska ham giya Susupe. ,We went fishing at Susupe,,,,
 Ma puni na ti ma li'e' i sakke. ,They denied that they saw the  thief,,,,
 Hu puno' i kandet. ,I turned off the light,,,,
 Ta puno' i guaka. ,We killed the cow,,,,
 Umechong i punson anai hu acha ni mattiyu. ,The punch was crooked  when I hit it with a hammer,,,,
 Ma na'i yo' un pu$nu na kande. ,They gave me a handful of candy,,,,
 Tumohge i katu gi halom pupon otdot. ,The cat stood in a group of  ants,,,,
 Guaha pupon sasata gi uriyan guma'. ,There is a bunch of bees  around the house,,,,
 Puru lapes este. ,These are all pencils,,,,
 Puru Amerikanu siha. ,They are all Americans,,,,
 Hafa na pusision malago'-mu? ,What position do you want? Gaige  yo' guini na pusision. ,I'm at this location,,,
 Na'gasgas i putpitu. ,Clean the pulpit,,,,
 Raspa i bala gi binadu anai hu paki. ,The bullet just grazed the  deer when I shot it,,,,
 Nangga fan un ratu. ,Wait please for a little while,,,,
 Hu na'i ni regalu si Maria. ,I gave the gift to Maria,,,,
 Nina'ye hao ni rekla-mu. ,You have your menstruation (period).  (Lit. you are contaminated with your period.),,,,
 Si nana-hu ha rempesa i halom guma'. ,My mother cleaned the house  inside,,,,
 Hu rempua i lamasa gi gima'. ,I moved the table in the house,,,,
 Espiha i sapatos-hu gi renkon. ,Look for my shoes in the corner,,,,
 Hu representa i mangga'chong-hu gi miteng. ,I represented my  partners at the meeting,,,,
 Hu reskata si Antonio anai para u mapresiu. ,I bailed Tony out  when he was about to go to jail,,,,
 Hayi rumeskata hao anai hinasa hao? ,Who rescued you when you  were drifting?,,,,
 Hu respeta i mañaina. ,I respect the parents.,,,,
 Respetao si Jose na patgon. ,Joseph is a polite child,,,,
 Hu fa'na'gue i patgon respetu. ,I taught the child respect,,,,
 Hu ribaha i finalagu-ña i kareta gi chalan. ,I reduced the speed  of the car on the road,,,,
 Guaguan na rifa enao. ,That is an expensive freezer,,,,
 I rinibaha-ña ni presiu gofbaratu. ,His reduction of the price  was very cheap,,,,
 Ha ripresta i katta-ku. ,She answered my letter,,,,
 Hu risaka i tiba. ,I cut the tuba,,,,
 Korente i risaken i napu. ,The receding of the waves caused a  current to occur,,,,
 Ha halla ham i risaki. ,The receding wave dragged us back out,,,,
 Ma ritira yo' gi che'cho'. ,They dismissed me at work,,,,
 I ma'estro ha ritira i ga'lagu gi eskuela. ,The teacher chased  the dog away from school,,,,
 Esta yo' ritirao. ,I am retired,,,,
 Rumekla i palao'an. ,The woman menstruated,,,,
 Humahanao yo' para Saipan sa' mañasaga siha i mañaina-hu. ,I am  going to Saipan because my parents are living (there),,,,
 Sa' hafa na ti ya-mu yo'? ,Why don't you like me?,,,,
 Hu sa'ang i ilu-hu gi hilo' i alunan. ,I put my head on the  pillow,,,,
 Hu sa'ang i amot gi hilo' i tapblita. ,I put the medicine on top  of the shelf,,,,
 Sabot ripoyu este na nappa'. ,This Chinese cabbage tastes like  cabbage,,,,
 Sabot kahet este. ,This has an orange flavor,,,,
 Ha sadda' i kuttina. ,He lifted the curtain,,,,
 Kada dia i nana ha sadde i neni-ña. ,Every day the mother holds  the baby on her lap,,,,
 I nana ha sade' i neni. ,The mother diapered the baby,,,,
 Fotgon i sade'-ña i neni. ,The diaper of the baby is wet,,,,
 I polisia ha na'saga i kareta siha gi chalan. ,The policeman  detained the cars on the road,,,,
 Bunitu na saga este. ,This is a beautiful place,,,,
 Sagan gumimen. ,Drinking place,,,,
 Sagan mama'gasi. ,Laundry,,,,
 Ha saggue' i kannai-ña anai magu'ot gi painge. ,She pulled her  hand away swiftly when it was held last night,,,,
 Esta sagon laiguan pa'go na mes. ,It's the season for mullet this  month,,,,
 Sumaguan si Jose anai mumu ham yan si Juan. ,Jose helped Juan  when he was fighting,,,,
 Si Jesukristo ha sague' i taotao siha gi tano'. ,Jesus saved his  people on earth,,,,
 Hu sahguan i lapes gi kahita. ,I put the pencil in the box,,,,
 Masahguani i tasa-hu setbesa. ,My cup was filled with beer,,,,
 Hu sahguani hao ni gas gi galon. ,I filled the gallon (container)  with gas for you,,,,
 Sahnge i chinina-ña. ,His shirt is peculiar,,,,
 Hu tungo' sumakadatche'. ,I know how to somersault,,,,
 Bunitu gue' sumakadatche'. ,He somersaults beautifully,,,,
 Ha sakke i kareta-hu. ,He stole my car,,,,
 Hu tungo' i sakke. ,I knew the thief,,,,
 Esta hao sala'. ,You are already late,,,,
" Sala' i chetnot, ti siña mana'homlo. ",The disease is too far  gone to be cured,,,,
 Sumalamanka i patgon anai poddong gi gua'ot. ,The child fell down  the stairs head over heels,,,,
 Hu salibao i lalo' ni kannai-hu. ,I slapped at the fly with my  hand,,,,
 Sumalinas i amko' gi kanton tasi. ,The old man made some salt at  the edge of the sea,,,,
 Dankolo i salinas-ña i amko'. ,The old man's salt-making plant  is big,,,,
 Gasgas sanhalom-mu. ,Your inside is clean. Or You are an honest  person,,,,
 Gaige i sapatos gi sanpapa' i lamasa. ,The shoes are under the  table,,,,
 Hu fa'maolek i sankattan na bentana gi gima'. ,I fixed the  east-side window of the house,,,,
 Saga gi santatte gi fila. ,Stay at the back of the line,,,,
 Hu sangan i estoria. ,I told the story,,,,
 Hu sangani si Pete ni estoria. ,I told the story to Pete,,,,
 Hu saganiyi si Pete ni estoria. ,I told the story for Pete,,,,
 Masanggra i malangu. ,The blood was drained from the patient,,,,
 Sumaonao yo' gi inetnon. ,I joined in the group,,,,
 Sumaonao gue' gi piknik. ,He was included at the picnic,,,,
 Sumaonao siha gi aksidente. ,They were involved in the accident,,,,
 Mampos sa'pet i estudiu gi kolehu. ,Study is very laborious in  college,,,,
 Masa'pet gue' fehman gi tiempon gera. ,He was made to suffer  severely during the war,,,,
 Hu satpe i simiyan melon gi tirenu. ,I sowed the melon seeds in  the field,,,,
 Hu satpe i tinanom ni hanom kada dia. ,I sprinkled the plant with  water daily,,,,
 Satpon i ichan halom gi gima'. ,The rain is blowing inside the  house,,,,
 Ma seba i neni leche. ,They gave the baby a lot of milk,,,,
 Seha fan. ,Back up please,,,,
 Hu na'seha i kareta. ,I backed up the car,,,,
 Sumeha i mannok gi lasu. ,The chicken backed away from the lasso,,,,
 Sen bunitu i programa. ,The program is extremely beautiful,,,,
 Sen magof yo' na umasodda' hit. ,I am extremely glad that we met,,,,
 Baba sensia-ña yanggen bumulachu gue'. ,His character is bad  when he becomes drunk,,,,
 Sensiyu i hinasso-ña. ,His thoughts are pure,,,,
 Sesso yo' humanao para i lancho. ,I often go to the ranch,,,,
 Ha sessuyi pumasehu giya Hawaii. ,He often toured Hawaii,,,,
 Se'yon yo'. ,My back is weakened,,,,
 Se'yon yo' anai hu hatsa i makkat na katga. ,I have a weak back  from lifting the heavy cargo,,,,
" Si Jose, si Maria, si Yu'us",,,,,
 I siembra siha mandankolo. ,The sowing was big,,,,
 Siempre malate' yo' yanggen sigi yo' umeskuela. ,I am sure to be  smart if I continue attending school,,,,
 Siempre matai i flores sa' anglo' i edda'. ,The flower will die  because the soil is dry,,,,
 Siempre bai hu hanao para i eskuela agupa'. ,I am sure to go to  the school tomorrow,,,,
 Manbende i sumentereru sien libras na produkto. ,The farmer sold  one hundred pounds of produce,,,,
" Pot sienkasu ti matto yo', hanao ha' na maisa. ","In case I don't  come, you go by yourself",,,,
 Si'eng hao. ,Push yourself in,,,,
 Hu sietbe i ma'gas-hu dos a$nos. ,I served my boss for two years,,,,
